Year,Id,Stage,Age,Sex,CurrentX,CurrentY,CurrentPatch
2000,1010072,juvenile,1,male,61.128096,275.305425,8
2000,1010071,juvenile,1,male,61.128096,275.305425,8
2000,1010070,juvenile,1,male,61.128096,275.305425,8
2000,1010069,juvenile,1,male,61.128096,275.305425,8
2000,1010068,juvenile,1,female,61.128096,275.305425,8
2000,1010067,juvenile,1,female,61.128096,275.305425,8
2000,1010066,juvenile,1,female,61.128096,275.305425,8
2000,1010065,juvenile,1,female,61.128096,275.305425,8
2000,1010096,juvenile,1,male,268.511849,12.036567,9
2000,1010095,juvenile,1,female,268.511849,12.036567,9
2000,1010094,juvenile,1,male,268.511849,12.036567,9
2000,1010093,juvenile,1,male,268.511849,12.036567,9
2000,1010092,juvenile,1,female,268.511849,12.036567,9
2000,1010091,juvenile,1,male,268.511849,12.036567,9
2000,1010090,juvenile,1,female,268.511849,12.036567,9
2000,1010089,juvenile,1,male,268.511849,12.036567,9
2000,1010088,juvenile,1,male,268.511849,12.036567,9
2000,1010087,juvenile,1,female,268.511849,12.036567,9
2000,1010086,juvenile,1,female,268.511849,12.036567,9
2000,1010085,juvenile,1,male,268.511849,12.036567,9
2000,1010084,juvenile,1,male,61.128096,275.305425,8
2000,1010083,juvenile,1,female,61.128096,275.305425,8
2000,1010082,juvenile,1,female,61.128096,275.305425,8
2000,1010081,juvenile,1,male,61.128096,275.305425,8
2000,1010112,juvenile,1,female,268.511849,12.036567,9
2000,1010111,juvenile,1,male,268.511849,12.036567,9
2000,1010110,juvenile,1,male,268.511849,12.036567,9
2000,1010109,juvenile,1,male,268.511849,12.036567,9
2000,1010108,juvenile,1,male,268.511849,12.036567,9
2000,1010107,juvenile,1,male,268.511849,12.036567,9
2000,1010106,juvenile,1,female,268.511849,12.036567,9
2000,1010105,juvenile,1,female,268.511849,12.036567,9
2000,1010104,juvenile,1,female,268.511849,12.036567,9
2000,1010103,juvenile,1,male,268.511849,12.036567,9
2000,1010102,juvenile,1,female,268.511849,12.036567,9
2000,1010101,juvenile,1,male,268.511849,12.036567,9
2000,1010100,juvenile,1,female,268.511849,12.036567,9
2000,1010099,juvenile,1,female,268.511849,12.036567,9
2000,1010098,juvenile,1,female,268.511849,12.036567,9
2000,1010097,juvenile,1,male,268.511849,12.036567,9
2000,1010128,juvenile,1,male,268.511849,12.036567,9
2000,1010127,juvenile,1,female,268.511849,12.036567,9
2000,1010126,juvenile,1,female,268.511849,12.036567,9
2000,1010125,juvenile,1,female,268.511849,12.036567,9
2000,1010124,juvenile,1,male,268.511849,12.036567,9
2000,1010123,juvenile,1,female,268.511849,12.036567,9
2000,1010122,juvenile,1,male,268.511849,12.036567,9
2000,1010121,juvenile,1,male,268.511849,12.036567,9
2000,1010120,juvenile,1,male,268.511849,12.036567,9
2000,1010119,juvenile,1,male,268.511849,12.036567,9
2000,1010118,juvenile,1,female,268.511849,12.036567,9
2000,1010117,juvenile,1,male,268.511849,12.036567,9
2000,1010116,juvenile,1,female,268.511849,12.036567,9
2000,1010115,juvenile,1,male,268.511849,12.036567,9
2000,1010114,juvenile,1,male,268.511849,12.036567,9
2000,1010113,juvenile,1,female,268.511849,12.036567,9
2000,1010144,juvenile,1,female,87.511154,169.011173,10
2000,1010143,juvenile,1,female,87.511154,169.011173,10
2000,1010142,juvenile,1,female,87.511154,169.011173,10
2000,1010141,juvenile,1,male,87.511154,169.011173,10
2000,1010140,juvenile,1,female,87.511154,169.011173,10
2000,1010139,juvenile,1,male,87.511154,169.011173,10
2000,1010138,juvenile,1,female,87.511154,169.011173,10
2000,1010137,juvenile,1,male,87.511154,169.011173,10
2000,1010136,juvenile,1,male,87.511154,169.011173,10
2000,1010135,juvenile,1,male,87.511154,169.011173,10
2000,1010134,juvenile,1,male,87.511154,169.011173,10
2000,1010133,juvenile,1,male,268.511849,12.036567,9
2000,1010132,juvenile,1,male,268.511849,12.036567,9
